year,province,region_code,population,gdpk,prisons_total,prisons_closed,prisons_open,prisons_semiopen,prisons_juvenile,cr_educ_total,cr_educ_illiterate,cr_educ_litnoschool,cr_ educ_primaryfour,cr_educ_primaryeight,cr_educ_juniorhs,cr_educ_hs,cr_educ_uni,cr_educ_unknown,cd_type_total,cr_type_total,cd_type_homicide,cr_type_homicide,cd_type_assault,cr_type_assault,cd_ type_sexual,cr_type_sexual,cd_type_kidnapping,cr_type_kidnapping,cd_type_defamation,cr_type_defamation,cd_type_theft,cr_type_theft,cd_type_robbery,cr_type_robbery,cd_type_swindling,cr_type_swindling,cd_type_drugspc,cr_type_drugspc,cd_type_drugsuse,cr_type_drugsuse,cd_type_forgery,cr_type_forgery,cd_type_badtreatment,cr_type_badtreatment,cd_type_embezzlement,cr_type_embezzlement,cd_type_bribery,cr_type_bribery,cd_type_smuggling,cr_type_smuggling,cd_type_traffic,cr_type_traffic,cd_type_forestry,cr_type_forestry,cd_type_arms,cr_type_arms,cd_type_bankruptcy,cr_type_bankruptcy,cd_type_military,cr_type_military,cd_type_cheque,cr_type_cheque,cd_type_threat,cr_type_threat,cd_type_propertydamage,cr_type_propertydamage,cd_type_performanceprevention,cr_type_performanceprevention,cd_type_familyprotection,cr_type_familyprotection,cd_type_other,cr_type_other,cd_type_unknown,cr_type_unknown,registered_voters_loc,registered_voters_gen,registered_voters_ref,participation_rate,participation_rate15,participation_rate_loc,participation_ref,akp_gen,akp_15,chp_gen,chp_15,mhp_gen,mhp_15,hdp_gen,hdp_15,loc_mayors,mhp_loc,akp_loc,chp_loc,ref_yes,ref_no,crude_divorce_rate100,divorce_byd_1_10,divorce_byd_11_15,divorce_byd_16,divorce_byd_below1,divorce_byd_1,divorce_byd_2,crude_suicide_rate1000,suicides_male_total,suicides_female_total,suicides_male_below15,suicides_male_15,suicides_male_25,suicides_male_35,suicides_male_45,suicides_male_55,suicides_male_65,suicides_male_75,suicides_female_below15,suicides_female_15,suicides_female_25,suicides_female_35,suicides_female_45,suicides_female_55,suicides_female_65,suicides_female_75,vs_akp,vs_chp,vs_mhp,vs_hdp,ms_akp,ms_chp,ms_mhp,educ_hs,educ_col,region
2015,erzurum,TRA11,551654,6442,7,5,2,0,0,1569,21,88,319,462,195,377,61,46,1250,1569,62,123,245,251,32,46,16,11,33,33,151,235,22,62,15,16,56,145,14,15,39,34,0,0,5,1,1,1,43,48,12,10,1,1,57,65,92,87,8,11,0,0,53,71,13,16,23,13,79,76,178,198,0,0,NA,484714,NA,85,85,NA,NA,4,5,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0.71,107,73,111,32,65,57,4.33,23,10,3,7,4,3,0,2,2,0,2,3,1,2,1,0,1,0,4,0,1,1,0.6153846153846154,0.358974358974359,0.02564102564102564,116749,63969,dogu
2015,eskisehir,TR412,671378,11824,4,3,1,0,0,1893,17,83,291,577,233,556,84,52,1583,1893,46,87,378,392,36,41,29,19,71,72,236,410,38,78,25,30,26,43,24,31,54,64,0,1,3,1,0,0,8,16,53,50,2,2,39,39,152,149,19,21,0,0,100,102,26,30,21,22,54,56,143,137,0,0,NA,613609,NA,88.1,88.7,NA,NA,2,3,3,3,1,0,0,0,NA,NA,NA,NA,NA,NA,2.05,331,216,461,40,187,156,6.59,41,13,0,3,8,7,8,5,6,4,0,2,4,1,3,2,1,0,2,3,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,184974,114339,icanadolu
2015,gaziantep,TRC11,1276335,8009,7,6,1,0,0,4279,39,463,1002,1494,371,664,103,143,3418,4279,151,297,653,653,50,91,40,54,38,39,560,772,87,264,78,79,200,357,71,74,133,171,0,0,4,2,6,2,159,183,37,38,2,2,167,156,214,204,11,14,0,0,148,176,39,39,43,42,151,148,376,422,0,0,NA,1130109,NA,82.4,84,NA,NA,6,8,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,1.35,576,288,490,156,310,251,4.19,59,21,2,14,8,12,11,8,2,1,0,11,3,2,1,1,1,1,6,2,2,2,0.6153846153846154,0.358974358974359,0.02564102564102564,215898,125340,guneydogu
2015,giresun,TR903,348827,7135,2,2,0,0,0,761,1,19,193,229,71,207,32,9,684,761,35,42,140,144,18,37,17,16,32,28,72,102,7,22,5,6,10,22,3,4,12,13,2,2,1,1,0,1,4,4,33,31,5,4,34,35,26,24,0,0,0,0,68,65,19,18,8,7,56,54,77,79,0,0,NA,320954,NA,83.2,84.8,NA,NA,2,3,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1.33,135,76,164,15,42,37,3.27,10,4,0,2,2,2,0,3,1,0,0,1,1,1,0,1,0,0,2,1,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,75849,41336,karadeniz
2015,gumushane,TR906,120565,7196,1,1,0,0,0,154,1,6,31,35,24,46,10,1,159,154,8,11,26,26,6,6,5,6,7,3,13,16,0,2,1,1,6,5,1,0,5,7,0,0,0,0,0,0,5,5,2,2,1,1,9,4,8,8,0,0,0,0,10,12,7,10,5,2,4,4,30,23,0,0,NA,98182,NA,76.7,80.7,NA,NA,1,2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.54,23,8,15,5,9,5,2.01,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,31068,14658,karadeniz
2015,hakkari,TRB24,188767,4734,1,1,0,0,0,234,3,16,43,51,28,73,13,7,187,234,8,16,20,18,2,1,1,1,4,4,18,19,0,1,1,3,38,67,2,2,8,7,0,0,0,0,0,0,12,11,0,0,0,0,14,10,1,1,0,1,0,0,1,1,1,1,2,2,0,0,54,68,0,0,NA,154705,NA,93.3,88.4,NA,NA,0,0,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,0.17,13,7,6,1,5,7,3.96,9,2,0,4,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0.6153846153846154,0.358974358974359,0.02564102564102564,40293,19551,dogu
2015,hatay,TR631,1089175,6999,8,6,2,0,0,2818,25,229,758,766,284,564,66,126,2172,2818,78,133,339,383,48,87,56,53,43,46,307,495,42,123,43,59,183,268,57,61,58,67,1,1,3,4,2,4,203,252,26,26,15,14,79,83,90,90,2,1,0,0,90,122,31,34,19,21,89,91,268,300,0,0,NA,987001,NA,85.6,87,NA,NA,5,5,4,4,1,1,0,0,NA,NA,NA,NA,NA,NA,1.45,470,289,560,132,185,163,2.75,26,16,0,10,3,2,7,3,0,0,2,4,4,3,2,0,0,0,5,4,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,202136,122390,akdeniz
2015,igdir,TRA23,131030,5967,1,1,0,0,0,425,6,36,118,97,43,92,11,22,329,425,8,22,88,90,7,13,5,16,2,5,24,32,7,24,5,5,6,14,6,7,9,9,0,0,0,1,0,0,13,16,1,1,0,0,15,16,5,6,1,1,0,0,19,22,3,3,6,5,26,26,73,91,0,0,NA,115783,NA,83.2,82.1,NA,NA,0,1,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,0.92,42,17,31,5,16,20,2.08,3,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.6153846153846154,0.358974358974359,0.02564102564102564,21808,13391,dogu
2015,isparta,TR612,336230,8365,3,3,0,0,0,1131,6,36,218,393,139,273,34,32,973,1131,35,45,189,190,28,50,28,29,27,26,110,175,26,48,21,29,22,62,33,39,39,36,1,1,3,3,0,1,7,5,43,41,2,2,21,18,74,68,12,12,0,0,70,71,18,18,8,10,41,43,115,109,0,0,NA,304480,NA,87.1,87.5,NA,NA,2,2,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,1.49,146,87,128,31,67,49,4.28,14,4,0,3,3,1,2,3,1,1,0,1,1,0,0,0,0,2,2,1,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,82918,49404,akdeniz
2015,istanbul,TR100,11177884,18343,23,19,2,0,2,24599,225,1917,5479,6583,2743,4974,960,1718,19541,24599,740,1250,2498,2626,315,627,174,245,280,300,3303,4631,1273,2642,513,685,1793,2359,1076,1172,1166,1323,6,6,25,19,15,16,143,212,129,125,6,7,695,643,1348,1367,66,74,0,0,402,494,266,289,182,156,742,752,2385,2579,0,0,NA,10231703,NA,86.3,88.2,NA,NA,39,46,28,28,10,7,11,7,NA,NA,NA,NA,NA,NA,1.93,6204,4150,7621,507,2348,2095,2.98,327,105,3,50,92,64,56,37,14,10,5,22,26,12,17,9,8,4,39,28,10,11,0.6153846153846154,0.358974358974359,0.02564102564102564,2683399,1921392,marmara
2015,izmir,TR310,3353104,12626,21,16,4,0,1,14491,87,1046,3811,4124,1525,2922,577,399,11658,14491,298,534,1644,1735,234,396,188,193,295,315,1941,2948,429,1037,275,372,590,910,475,485,616,700,7,6,10,7,7,2,213,241,205,204,10,9,338,306,1032,1030,33,32,0,0,562,589,194,193,164,157,402,396,1496,1694,0,0,NA,3085404,NA,87.4,88.1,NA,NA,8,8,12,14,4,2,2,2,NA,NA,NA,NA,NA,NA,2.77,2411,1558,3169,338,1106,838,4.9,150,53,2,22,36,18,26,25,10,11,1,9,8,11,7,9,4,4,8,12,4,2,0.6153846153846154,0.358974358974359,0.02564102564102564,802516,571359,ege
2015,kahramanmaras,TR632,769539,6602,3,2,1,0,0,1924,18,98,407,614,214,434,75,64,1565,1924,75,109,276,257,37,91,34,56,28,28,206,330,49,119,34,39,61,118,26,29,95,91,0,0,7,4,0,0,76,67,20,20,7,6,34,33,154,159,0,0,0,0,86,114,25,30,20,15,12,13,203,196,0,0,NA,696315,NA,84.8,87.1,NA,NA,6,7,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,1.35,309,173,249,144,159,134,2.93,22,10,1,5,5,3,2,2,2,2,2,4,1,3,0,0,0,0,6,0,2,0,0.6153846153846154,0.358974358974359,0.02564102564102564,143610,78609,akdeniz
2015,karabuk,TR812,194569,8573,2,1,1,0,0,486,0,15,90,181,54,122,17,7,382,486,11,19,69,73,7,29,9,11,12,15,50,69,4,18,6,12,6,20,6,3,13,15,0,0,0,0,0,0,9,9,12,11,1,1,3,3,69,72,0,0,0,0,16,23,8,8,11,8,21,24,39,43,0,0,NA,167789,NA,86.4,87.2,NA,NA,1,2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1.66,74,51,111,20,33,25,4.27,8,2,1,1,0,2,3,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,51258,26479,karadeniz
2015,karaman,TR522,185321,10223,2,2,0,0,0,778,6,25,154,312,81,160,31,9,651,778,26,47,136,132,15,24,26,15,18,20,67,103,24,45,3,4,23,44,5,5,10,15,0,0,3,1,0,0,7,11,22,21,0,0,13,12,134,140,0,0,0,0,45,58,4,5,5,5,6,6,59,65,0,0,NA,167295,NA,88.3,89,NA,NA,2,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.72,107,64,86,14,31,31,7.05,17,0,0,1,3,6,2,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0.6153846153846154,0.358974358974359,0.02564102564102564,34904,21586,icanadolu
2015,kars,TRA22,207404,5621,4,4,0,0,0,587,10,37,106,176,68,153,24,13,491,587,36,48,127,136,8,15,8,17,11,10,36,53,6,40,4,4,5,12,15,15,4,6,0,0,1,0,0,0,24,21,8,8,1,1,34,36,21,20,2,1,0,0,46,47,6,7,5,4,13,13,70,73,0,0,NA,183620,NA,81.3,78.6,NA,NA,1,2,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,0.49,32,22,22,5,16,22,9.17,19,8,1,7,4,1,4,1,1,0,1,2,1,1,1,1,0,1,1,0,0,2,0.6153846153846154,0.358974358974359,0.02564102564102564,35782,20389,dogu
2015,kastamonu,TR821,303772,8131,4,4,0,0,0,821,10,27,210,227,122,182,28,15,745,821,37,53,132,138,16,31,26,16,23,25,49,76,12,38,5,7,18,15,9,9,13,16,0,0,2,2,2,1,12,12,14,15,4,5,17,15,196,187,0,0,0,0,54,51,11,13,11,10,23,21,59,65,0,0,NA,276527,NA,85.3,84.6,NA,NA,2,3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.99,80,63,81,17,45,26,4.32,11,5,0,2,3,2,3,0,1,0,0,0,1,0,2,0,2,0,2,0,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,56263,31715,karadeniz
2015,kayseri,TR721,993139,9398,10,8,2,0,0,3496,18,178,673,1188,366,827,148,98,2895,3496,75,137,692,707,91,167,57,42,73,73,349,518,72,187,48,58,122,241,29,31,96,130,1,1,8,6,1,1,34,45,46,52,2,2,84,80,326,320,1,1,0,0,157,181,59,56,27,28,149,150,296,282,0,0,NA,900954,NA,88.6,89.9,NA,NA,5,7,1,1,3,1,0,0,NA,NA,NA,NA,NA,NA,1.96,509,309,538,252,262,259,4.36,32,26,2,4,13,5,2,4,1,1,0,4,4,10,2,0,2,3,5,1,3,0,0.6153846153846154,0.358974358974359,0.02564102564102564,226838,134642,icanadolu
2015,kilis,TRC13,92163,6445,1,1,0,0,0,313,3,17,69,99,42,48,6,29,234,313,5,19,24,26,5,17,1,1,2,3,27,45,11,20,2,3,22,41,10,14,8,12,0,0,0,0,2,0,38,35,1,1,0,0,8,9,10,8,0,0,0,0,7,7,0,0,4,4,22,24,25,24,0,0,NA,78278,NA,85.6,86.1,NA,NA,1,2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1.2,37,16,29,14,14,11,1.54,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,17654,9395,guneydogu
2015,kirikkale,TR711,214567,8196,3,3,0,0,0,513,6,34,73,162,71,133,21,13,440,513,20,32,83,74,10,19,13,9,6,5,89,110,4,24,7,4,15,37,2,2,14,14,0,0,0,3,0,0,8,9,9,9,0,0,15,12,30,32,0,0,0,0,30,30,8,8,5,5,26,25,46,50,0,0,NA,193668,NA,85.2,86.2,NA,NA,2,3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,2,111,62,131,45,68,33,2.22,3,3,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,59901,27393,icanadolu
2015,kirklareli,TR213,291292,11201,6,5,1,0,0,1029,21,112,268,284,112,166,39,27,796,1029,15,46,150,162,26,45,12,18,32,27,125,191,25,63,12,14,24,76,8,7,32,25,0,0,6,5,0,0,24,24,18,18,3,3,13,16,90,90,0,0,0,0,57,60,18,24,7,7,33,30,66,78,0,0,NA,264150,NA,89,88.8,NA,NA,1,1,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,1.87,118,95,198,16,66,53,4.92,15,2,0,0,1,4,2,4,2,2,0,0,0,0,2,0,0,0,1,2,0,0,0.6153846153846154,0.358974358974359,0.02564102564102564,72443,38423,marmara
2015,kirsehir,TR715,178100,7339,2,1,1,0,0,446,3,24,86,127,56,116,22,12,392,446,19,27,81,85,11,14,8,6,12,11,48,85,4,14,6,8,10,15,4,5,15,12,0,0,2,0,0,0,19,20,11,9,0,0,10,5,23,23,1,0,0,0,28,33,8,8,4,3,8,8,60,55,0,0,NA,159380,NA,85.3,84.8,NA,NA,1,2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1.97,93,60,82,29,44,45,4.02,7,2,0,2,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,42125,23770,icanadolu
2015,kocaeli,TR421,1351905,17987,7,6,1,0,0,3040,22,163,521,1063,350,717,112,92,2437,3040,106,163,439,454,76,141,40,45,63,61,449,675,56,175,64,79,117,197,55,60,92,102,2,2,3,4,0,0,34,32,46,42,14,15,101,91,80,75,9,10,0,0,79,89,55,62,25,21,151,150,281,295,0,0,NA,1221771,NA,88.1,89.9,NA,NA,6,7,3,3,1,1,1,0,NA,NA,NA,NA,NA,NA,1.69,640,449,743,75,336,203,2.97,42,10,0,10,10,6,5,5,4,2,0,1,4,2,1,0,1,1,6,3,1,1,0.6153846153846154,0.358974358974359,0.02564102564102564,348735,202499,marmara
2015,konya,TR521,1589041,8719,9,8,1,0,0,5191,40,315,1307,1746,515,981,201,86,4031,5191,130,221,729,773,84,158,104,98,93,88,617,1035,103,240,78,117,122,410,72,65,161,189,4,2,6,5,1,0,65,69,92,99,4,4,119,109,586,595,4,4,0,0,216,267,56,51,31,27,78,79,476,486,0,0,NA,1430306,NA,87.1,88.9,NA,NA,11,12,1,1,2,1,0,0,NA,NA,NA,NA,NA,NA,1.67,687,458,741,177,424,313,4.86,67,36,0,17,13,12,11,9,3,2,3,16,6,1,7,2,0,1,11,1,2,0,0.6153846153846154,0.358974358974359,0.02564102564102564,296009,190588,icanadolu
2015,kutahya,TR333,463227,8146,4,4,0,0,0,1149,9,24,238,382,147,283,50,16,965,1149,19,53,197,202,28,33,16,19,30,26,133,200,13,39,20,24,12,37,7,9,28,40,1,1,4,1,0,0,11,10,14,13,2,3,18,18,188,182,2,2,0,0,71,81,14,16,10,9,32,33,95,98,0,0,NA,420348,NA,89.4,90.1,NA,NA,3,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1.5,165,123,248,33,74,59,3.5,18,2,0,3,2,2,5,3,2,1,0,2,0,0,0,0,0,0,3,0,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,98400,52560,ege
2015,malatya,TRB11,582520,6600,3,2,1,0,0,1360,7,78,231,469,171,324,50,30,1158,1360,69,87,184,188,21,32,13,17,19,19,199,265,38,72,28,22,118,134,22,16,41,50,1,1,2,1,0,0,23,23,8,7,1,1,65,65,28,25,6,7,0,0,57,79,23,20,18,21,42,41,132,167,0,0,NA,531722,NA,84.3,86.3,NA,NA,5,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1.14,182,150,198,49,82,67,4.02,21,10,0,8,5,3,0,1,3,1,1,3,2,1,0,1,1,1,5,1,0,0,0.6153846153846154,0.358974358974359,0.02564102564102564,136426,82817,dogu
2015,manisa,TR331,1090755,10073,11,10,1,0,0,3999,23,228,1235,1259,384,718,111,41,3352,3999,136,210,628,602,88,150,97,95,80,81,461,723,75,228,83,92,160,215,50,56,111,112,1,1,19,15,0,2,68,66,91,96,10,9,60,57,372,361,1,1,0,0,208,233,38,33,47,41,136,141,332,379,0,0,NA,1006697,NA,90.1,90.3,NA,NA,4,5,3,3,2,1,0,0,NA,NA,NA,NA,NA,NA,1.91,566,361,668,99,287,221,4.88,52,15,1,16,13,7,3,6,3,3,0,7,4,0,0,2,1,1,4,3,2,0,0.6153846153846154,0.358974358974359,0.02564102564102564,196571,119037,ege
2015,mardin,TRC31,510814,5623,2,2,0,0,0,754,19,66,183,214,76,153,16,27,665,754,44,51,77,84,26,26,14,18,10,9,91,132,10,30,4,8,66,92,19,15,27,36,0,0,0,0,2,2,28,29,3,6,1,1,46,24,15,16,0,0,0,0,24,20,5,5,8,6,21,22,124,122,0,0,NA,441076,NA,87.3,86.5,NA,NA,1,2,0,0,0,0,5,4,NA,NA,NA,NA,NA,NA,0.4,71,46,52,13,35,26,3.66,19,10,1,12,2,0,2,1,1,0,0,8,2,0,0,0,0,0,1,0,0,5,0.6153846153846154,0.358974358974359,0.02564102564102564,82597,45512,guneydogu
2015,mersin,TR622,1315452,8892,6,6,0,0,0,5252,38,404,1182,1512,565,1185,225,141,4282,5252,146,278,668,662,79,131,58,69,85,86,671,961,100,268,85,136,272,442,118,111,156,183,1,1,9,3,2,2,79,102,96,95,15,14,114,104,544,545,3,3,0,0,200,221,57,61,57,46,204,203,463,525,0,0,NA,1210552,NA,86.6,87.4,NA,NA,3,4,3,4,3,2,2,1,NA,NA,NA,NA,NA,NA,2.12,833,491,853,164,384,262,5.82,74,27,2,14,11,14,8,11,8,6,3,9,4,3,1,3,2,2,3,3,3,2,0.6153846153846154,0.358974358974359,0.02564102564102564,281275,178825,akdeniz
2015,mugla,TR323,721577,11044,6,4,2,0,0,2640,9,107,702,668,284,616,145,109,2166,2640,80,123,393,439,71,109,36,50,57,68,250,394,33,115,31,38,82,116,15,25,77,86,0,0,5,4,3,2,24,30,82,85,8,7,42,36,285,268,0,0,0,0,129,145,46,47,33,30,111,116,273,307,0,0,NA,665608,NA,86.1,86.9,NA,NA,2,2,3,3,1,1,0,0,NA,NA,NA,NA,NA,NA,2.55,475,318,575,75,234,192,5.88,46,7,0,6,10,9,9,6,3,3,0,2,0,1,2,0,1,1,2,3,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,161266,113770,ege
2015,mus,TRB22,257424,4775,1,1,0,0,0,437,4,67,112,123,40,72,15,4,347,437,19,28,45,52,2,6,2,9,8,9,64,81,2,2,7,4,22,33,4,2,16,20,0,0,2,2,0,2,14,24,3,2,0,0,18,15,1,3,0,1,0,0,8,8,3,3,3,4,15,12,89,115,0,0,NA,222126,NA,88.6,84.4,NA,NA,1,1,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,0.25,27,16,15,4,11,6,6.1,17,8,1,9,4,0,1,1,1,0,1,6,0,0,0,1,0,0,1,0,0,2,0.6153846153846154,0.358974358974359,0.02564102564102564,36390,20104,dogu
2015,nevsehir,TR714,221112,8025,1,1,0,0,0,811,3,40,209,248,78,187,36,10,652,811,29,67,149,152,23,39,6,15,22,19,64,109,11,40,12,14,14,19,7,6,24,28,0,0,3,1,0,0,5,10,26,26,0,0,10,9,84,84,0,0,0,0,47,57,13,12,11,10,37,37,55,57,0,0,NA,203116,NA,87.2,87.9,NA,NA,2,3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1.76,108,54,125,39,47,40,3.84,7,4,0,1,2,2,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,44750,24868,icanadolu
2015,nigde,TR713,257426,7610,2,1,1,0,0,834,2,38,208,275,99,163,38,11,709,834,27,40,145,162,19,35,33,36,24,22,71,93,8,30,8,20,19,21,15,17,12,19,0,0,0,1,1,1,17,14,16,16,0,0,19,12,94,90,0,0,0,0,40,57,12,8,7,8,35,33,87,99,0,0,NA,229904,NA,84.8,85.8,NA,NA,2,2,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1.58,121,71,111,16,80,45,4.06,11,3,1,1,3,2,0,2,1,1,0,2,0,0,1,0,0,0,2,0,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,48308,27423,icanadolu
2015,ordu,TR902,579354,7100,2,2,0,0,0,1469,12,48,360,432,182,352,49,34,1253,1469,49,56,270,307,31,72,40,53,38,36,119,174,22,48,25,33,16,37,12,14,28,35,2,2,4,0,1,2,13,14,51,49,12,11,47,48,161,159,0,0,0,0,91,104,28,26,9,9,56,57,128,123,0,0,NA,530789,NA,80.7,83.4,NA,NA,3,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1.22,223,142,187,37,69,75,3.3,15,9,0,2,5,4,1,1,0,2,0,1,0,1,1,3,1,2,3,2,0,0,0.6153846153846154,0.358974358974359,0.02564102564102564,113283,60910,karadeniz
2015,osmaniye,TR633,370534,6428,4,3,1,0,0,1387,20,119,299,372,178,335,41,23,1145,1387,34,74,192,189,32,38,20,17,16,18,147,228,18,54,15,12,83,151,24,23,43,38,1,1,2,0,0,0,23,24,13,14,7,6,29,31,133,128,2,2,0,0,71,88,15,17,9,12,89,88,127,134,0,0,NA,336102,NA,84.8,85.1,NA,NA,2,2,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,1.13,144,73,116,16,83,50,3.33,11,6,0,1,4,2,1,0,2,1,0,2,1,0,2,1,0,0,2,0,2,0,0.6153846153846154,0.358974358974359,0.02564102564102564,82486,46725,akdeniz
2015,rize,TR904,263637,9212,1,1,0,0,0,544,3,7,117,172,75,138,16,16,467,544,24,52,87,85,9,19,13,8,15,14,60,70,13,23,9,7,9,15,10,9,10,9,0,0,1,0,0,0,17,19,12,12,1,1,37,40,21,21,0,0,0,0,38,47,16,14,5,10,18,19,42,50,0,0,NA,243273,NA,82.4,84,NA,NA,3,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.05,84,58,84,7,34,27,1.21,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.6153846153846154,0.358974358974359,0.02564102564102564,63027,33953,karadeniz
2015,sakarya,TR422,732459,10321,4,3,1,0,0,1961,18,101,467,587,236,445,61,46,1657,1961,79,99,290,291,42,72,43,65,51,53,229,355,21,36,36,40,50,93,29,34,67,80,1,1,3,4,1,1,22,22,40,43,45,47,80,77,159,159,1,2,0,0,106,108,29,25,20,22,21,21,192,211,0,0,NA,662886,NA,88,89.5,NA,NA,5,5,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,1.6,325,215,366,66,148,118,2.33,19,3,0,4,6,4,1,3,1,0,0,0,1,0,1,1,0,0,5,1,1,0,0.6153846153846154,0.358974358974359,0.02564102564102564,173349,86683,marmara
2015,samsun,TR831,1000708,8117,6,5,1,0,0,2999,24,143,726,898,334,727,89,58,2547,2999,116,185,522,532,61,134,61,63,83,80,294,431,45,132,40,36,92,141,49,56,77,82,2,0,3,3,0,0,30,31,78,82,18,14,132,128,230,228,1,1,0,0,189,207,59,63,40,35,82,79,243,256,0,0,NA,917372,NA,84.2,86.6,NA,NA,5,6,2,2,2,1,0,0,NA,NA,NA,NA,NA,NA,1.46,412,243,493,69,173,143,4.08,37,15,1,6,5,5,5,10,2,3,0,4,1,4,2,0,0,4,5,2,2,0,0.6153846153846154,0.358974358974359,0.02564102564102564,198437,127547,karadeniz
2015,sanliurfa,TRC21,1124854,4148,7,6,1,0,0,1883,47,297,384,579,160,327,42,47,1654,1883,90,111,240,216,23,46,12,16,20,21,239,332,22,53,62,69,252,346,43,47,80,74,0,0,1,1,1,0,57,61,5,4,1,0,99,87,44,38,1,1,0,0,51,49,25,21,16,13,36,36,234,241,0,0,NA,974219,NA,80.2,83.8,NA,NA,7,9,0,0,0,0,5,3,NA,NA,NA,NA,NA,NA,0.57,237,98,145,53,137,129,3.48,36,29,0,14,8,5,1,8,0,0,2,16,7,2,2,0,0,0,7,0,0,5,0.6153846153846154,0.358974358974359,0.02564102564102564,134418,82884,guneydogu
2015,siirt,TRC34,201777,4814,2,1,1,0,0,317,10,40,64,91,31,70,6,5,242,317,8,19,42,42,5,20,8,5,3,3,43,61,18,32,2,4,11,18,3,2,12,7,0,0,0,0,2,1,5,7,0,0,0,0,9,13,3,3,1,0,0,0,7,12,6,5,6,7,2,2,46,54,0,0,NA,168806,NA,86.7,85.5,NA,NA,1,1,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,0.27,27,12,10,5,11,3,3.76,12,0,0,4,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.6153846153846154,0.358974358974359,0.02564102564102564,33109,20701,guneydogu
2015,sinop,TR823,166586,6955,3,2,1,0,0,441,1,15,109,137,60,103,11,5,392,441,18,20,71,71,11,31,11,14,13,11,33,51,1,14,6,7,10,13,2,2,9,17,1,1,4,1,0,0,5,5,15,14,4,3,21,12,35,33,0,0,0,0,39,41,7,7,7,3,30,34,39,36,0,0,NA,154185,NA,84.5,84.4,NA,NA,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1.63,83,42,88,9,21,22,4.4,9,0,0,1,1,2,0,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0.6153846153846154,0.358974358974359,0.02564102564102564,27018,19350,karadeniz
